master_id,entry_type,russian,russian_no_accent,japanese,pos,gender,number,imperfective,perfective,aspect_pair_key,case_pattern,source_rounds,source_sections,source_context,frequency,duplicate_group,level,category,card_direction,front,answer,back,tags,needs_review,review_status,review_note,include_in_app,original_card_ids,confidence,,,,,,,,,,
m0304,verb_pair,реша́ться — реши́ться,решаться — решиться,決心する,動詞,,,реша́ться,реши́ться,решаться—решиться,,66,文法II,動詞の体・時制選択,1,решаться — решиться,2,verb,ru→ja / ja→ru候補,реша́ться — реши́ться,決心する,"答え：決心する
品詞：動詞
不完了体：реша́ться
完了体：реши́ться
出典候補：第66回
状態：校正用・未確認",russian2,動詞対,不完了体,完了体,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,
m0305,verb_pair,обраща́ться — обрати́ться,обращаться — обратиться, обращать/обратиться：頼る／呼びかける,動詞,,,обраща́ться,обрати́ться,обращаться—обратиться,,68,文法II,動詞の体・時制選択,1,обращаться — обратиться,2,verb,ru→ja / ja→ru候補,обраща́ться — обрати́ться, обращать/обратиться：頼る／呼びかける,"答え： обращать/обратиться：頼る／呼びかける
品詞：動詞
不完了体：обраща́ться
完了体：обрати́ться
出典候補：第68回
状態：校正用・未確認",russian2,動詞対,不完了体,完了体,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,
m0306,vocab,свет,свет,光,名詞,男性,,,,,,78,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,свет,2,noun,ru→ja / ja→ru候補,свет,光,"答え：光
品詞：名詞
性：男性
出典候補：第78回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0307,vocab,глаз,глаз,目,名詞,男性,,,,,,82,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,глаз,2,noun,ru→ja / ja→ru候補,глаз,目,"答え：目
品詞：名詞
性：男性
出典候補：第82回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0308,vocab,цвет,цвет,色,名詞,男性,,,,,,84,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,цвет,2,noun,ru→ja / ja→ru候補,цвет,色,"答え：色
品詞：名詞
性：男性
出典候補：第84回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0309,vocab,о́блако,облако,雲,名詞,中性,,,,,,60,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,облако,2,noun,ru→ja / ja→ru候補,о́блако,雲,"答え：雲
品詞：名詞
性：中性
出典候補：第60回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0310,vocab,дождь,дождь,雨,名詞,男性,,,,,,72,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,дождь,2,noun,ru→ja / ja→ru候補,дождь,雨,"答え：雨
品詞：名詞
性：男性
出典候補：第72回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0311,vocab,ве́тер,ветер,風,名詞,男性,,,,,,74,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,ветер,2,noun,ru→ja / ja→ru候補,ве́тер,風,"答え：風
品詞：名詞
性：男性
出典候補：第74回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0312,vocab,бедствие,бедствие,災害,名詞,中性,,,,,,82,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,бедствие,2,noun,ru→ja / ja→ru候補,бедствие,災害,"答え：災害
品詞：名詞
性：中性
出典候補：第82回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0313,vocab,прогно́з,прогноз,予報,名詞,男性,,,,,,62,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,прогноз,2,noun,ru→ja / ja→ru候補,прогно́з,予報,"答え：予報
品詞：名詞
性：男性
出典候補：第62回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0314,vocab,форма,форма,形式,名詞,女性,,,,,,68,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,форма,2,noun,ru→ja / ja→ru候補,форма,形式,"答え：形式
品詞：名詞
性：女性
出典候補：第68回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0315,vocab,запи́ска,записка,メモ,名詞,女性,,,,,,70,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,записка,2,noun,ru→ja / ja→ru候補,запи́ска,メモ,"答え：メモ
品詞：名詞
性：女性
出典候補：第70回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0316,vocab,обще́ние,общение,交流／コミュニケーション,名詞,中性,,,,,,74,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,общение,2,noun,ru→ja / ja→ru候補,обще́ние,交流／コミュニケーション,"答え：交流／コミュニケーション
品詞：名詞
性：中性
出典候補：第74回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0317,vocab,семья́,семья,家族,名詞,女性,,,,,,76,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,семья,2,noun,ru→ja / ja→ru候補,семья́,家族,"答え：家族
品詞：名詞
性：女性
出典候補：第76回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0318,vocab,ребёнок,ребенок,子ども,名詞,男性,,,,,,82,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,ребенок,2,noun,ru→ja / ja→ru候補,ребёнок,子ども,"答え：子ども
品詞：名詞
性：男性
出典候補：第82回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0319,vocab,море,море,海,名詞,中性,,,,,,70,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,море,2,noun,ru→ja / ja→ru候補,море,海,"答え：海
品詞：名詞
性：中性
出典候補：第70回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0320,vocab,берег,берег,岸,名詞,男性,,,,,,74,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,берег,2,noun,ru→ja / ja→ru候補,берег,岸,"答え：岸
品詞：名詞
性：男性
出典候補：第74回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
m0321,vocab,гора́,гора,山,名詞,女性,,,,,,76,文法I/露文和訳/聴取,過去問本文・テーマ語彙,1,гора,2,noun,ru→ja / ja→ru候補,гора́,山,"答え：山
品詞：名詞
性：女性
出典候補：第76回
状態：校正用・未確認",russian2,名詞,校正用,yes,未確認,v03追加。出典回・アクセント・訳語を要確認。,no,,0.7,,,,,,,,
